original_id,original_type,normalized_id,normalized_type,PubMedID
immune check inhibitors,class_id,immune check inhibitors,class_id,39443053
biologic therapy,class_id,biologic therapy,class_id,39443053
cancer cells,class_id,cancer cells,class_id,39443053
toxicities,class_id,toxicities,class_id,39443053
immune related adverse events,class_id,immune related adverse events,class_id,39443053
endocrinopathies,class_id,endocrinopathies,class_id,39443053
organ system,class_id,organ system,class_id,39443053
preoperative assessment,class_id,preoperative assessment,class_id,39443053
liver cancer,disease,liver cancer,disease,39435040
low intensity ultrasound,treatment,low intensity ultrasound,treatment,39435040
nanomedicine delivery systems,drug delivery system,nanomedicine delivery systems,drug delivery system,39435040
folic acid modified nanoparticles,nanoparticles,folic acid modified nanoparticles,nanoparticles,39435040
fluorescent dye DIR,chemical compound,fluorescent dye DIR,chemical compound,39435040
liquid fluorocarbon PFP,chemical compound,liquid fluorocarbon PFP,chemical compound,39435040
crebanine polyethylene glycol polylactic acid copolymer nanoparticles,nanoparticles,crebanine polyethylene glycol polylactic acid copolymer nanoparticles,nanoparticles,39435040
ultrasonic irradiation,treatment,ultrasonic irradiation,treatment,39435040
H22 cells of mouse hepatoma,cell line,H22 cells of mouse hepatoma,cell line,39435040
small animal in vivo imaging system,imaging system,small animal in vivo imaging system,imaging system,39435040
hepatocellular carcinoma transplantation model,animal model,hepatocellular carcinoma transplantation model,animal model,39435040
liver,organ,liver,organ,39435040
kidney,organ,kidney,organ,39435040
sj gren s syndrome,preferred_label,sj gren s syndrome,preferred_label,39434886
immune checkpoint inhibitors,preferred_label,immune checkpoint inhibitors,preferred_label,39434886
autoimmune disease,semantic_types,autoimmune disease,semantic_types,39434886
breast cancer metastasis,preferred_label,breast cancer metastasis,preferred_label,39434886
atezolizumab,preferred_label,atezolizumab,preferred_label,39434886
nab paclitaxel,preferred_label,nab paclitaxel,preferred_label,39434886
prednisone,preferred_label,prednisone,preferred_label,39434886
pilocarpine,preferred_label,pilocarpine,preferred_label,39434886
hydroxychloroquine,preferred_label,hydroxychloroquine,preferred_label,39434886
neoadjuvant chemotherapy,preferred_label,neoadjuvant chemotherapy,preferred_label,39434886
surgery,preferred_label,surgery,preferred_label,39434886
radiotherapy,preferred_label,radiotherapy,preferred_label,39434886
lung nodules,preferred_label,lung nodules,preferred_label,39434886
lymph node involvement,preferred_label,lymph node involvement,preferred_label,39434886
multidisciplinary collaboration,preferred_label,multidisciplinary collaboration,preferred_label,39434886
cancer control,preferred_label,cancer control,preferred_label,39434886
patient quality of life,preferred_label,patient quality of life,preferred_label,39434886
adverse event,semantic_types,adverse event,semantic_types,39434886
rheumatological toxicity,preferred_label,rheumatological toxicity,preferred_label,39434886
irae,preferred_label,irae,preferred_label,39434886
neoadjuvant chemotherapy,preferred_label,neoadjuvant chemotherapy,preferred_label,39434886
immune checkpoint inhibitors,preferred_label,immune checkpoint inhibitors,preferred_label,39433998
chemotherapy,preferred_label,chemotherapy,preferred_label,39433998
endometrial cancer,preferred_label,endometrial cancer,preferred_label,39433998
network meta analysis,preferred_label,network meta analysis,preferred_label,39433998
patients,preferred_label,patients,preferred_label,39433998
phase i trials,preferred_label,phase i trials,preferred_label,39432880
oncology drug combinations,preferred_label,oncology drug combinations,preferred_label,39432880
toxicity adaptive lists design,preferred_label,toxicity adaptive lists design,preferred_label,39432880
tale,preferred_label,tale,preferred_label,39432880
dose escalation,preferred_label,dose escalation,preferred_label,39432880
de-escalation,preferred_label,de-escalation,preferred_label,39432880
toxicities,preferred_label,toxicities,preferred_label,39432880
maximum tolerated dose (MTD),preferred_label,maximum tolerated dose (MTD),preferred_label,39432880
Bayesian optimal interval design,preferred_label,Bayesian optimal interval design,preferred_label,39432880
copula,preferred_label,copula,preferred_label,39432880
product of independent beta probabilities escalation,preferred_label,product of independent beta probabilities escalation,preferred_label,39432880
continual reassessment method for partial ordering designs,preferred_label,continual reassessment method for partial ordering designs,preferred_label,39432880
overdosing patients,preferred_label,overdosing patients,preferred_label,39432880
patient safety,preferred_label,patient safety,preferred_label,39432880
r shiny application,preferred_label,r shiny application,preferred_label,39432880
r package,preferred_label,r package,preferred_label,39432880
relevant operating characteristics,preferred_label,relevant operating characteristics,preferred_label,39432880
risk of assigning highly toxic dose combinations,preferred_label,risk of assigning highly toxic dose combinations,preferred_label,39432880
mammary gland carcinoma,class_id,mammary gland carcinoma,class_id,39425456
hypoxia inducible factor 1alpha,preferred_label,hypoxia inducible factor 1alpha,preferred_label,39425456
fih 1,preferred_label,fih 1,preferred_label,39425456
chemical compounds,class_id,chemical compounds,class_id,39425456
bbap 8,preferred_label,bbap 8,preferred_label,39425456
mcf 7 cells,class_id,mcf 7 cells,class_id,39425456
7 12 dimethylbenz a anthracene,preferred_label,7 12 dimethylbenz a anthracene,preferred_label,39425456
wistar rats,class_id,wistar rats,class_id,39425456
glut 1,preferred_label,glut 1,preferred_label,39425456
pyrotinib,drug,pyrotinib,drug,39425028
metronomic oral etoposide,drug,metronomic oral etoposide,drug,39425028
her2 positive metastatic breast cancer,disease,her2 positive metastatic breast cancer,disease,39425028
trastuzumab,drug,trastuzumab,drug,39425028
nausea,adverse event,nausea,adverse event,39425028
vomiting,adverse event,vomiting,adverse event,39425028
diarrhea,adverse event,diarrhea,adverse event,39425028
anemia,adverse event,anemia,adverse event,39425028
peripheral neuropathy,adverse event,peripheral neuropathy,adverse event,39425028
cisplatin,drug,cisplatin,drug,39423903
nephrotoxicity,adverse event,nephrotoxicity,adverse event,39423903
ototoxicity,adverse event,ototoxicity,adverse event,39423903
neurotoxicity,adverse event,neurotoxicity,adverse event,39423903
myelosuppression,adverse event,myelosuppression,adverse event,39423903
oxidative stress,biological process,oxidative stress,biological process,39423903
inflammation,biological process,inflammation,biological process,39423903
dna damage,biological process,dna damage,biological process,39423903
cellular apoptosis,biological process,cellular apoptosis,biological process,39423903
kidney disease,disease,kidney disease,disease,39423903
hearing impairment,disease,hearing impairment,disease,39423903
neuropathy,disease,neuropathy,disease,39423903
liver function impairment,disease,liver function impairment,disease,39423903
comorbidities,medical condition,comorbidities,medical condition,39423903
therapeutic strategies,medical intervention,therapeutic strategies,medical intervention,39423903
cancer care,medical care,cancer care,medical care,39423903
chemotherapy,treated with drug,chemotherapy,treated with drug,39418176
platinum drugs,drug associated with AE,platinum drugs,drug associated with AE,39418176
hollow copper sulfide nanocubes,composed primarily of,hollow copper sulfide nanocubes,composed primarily of,39418176
pt iv drugs,drug associated with AE,pt iv drugs,drug associated with AE,39418176
glutathione,may prevent,glutathione,may prevent,39418176
reactive oxygen species,produces,reactive oxygen species,produces,39418176
large b cell lymphomas,class_id,large b cell lymphomas,class_id,39415456
anti cd19 chimeric antigen receptor,class_id,anti cd19 chimeric antigen receptor,class_id,39415456
Tisagenlecleucel,preferred_label,Tisagenlecleucel,preferred_label,39415456
Axicabtagene ciloleucel,preferred_label,Axicabtagene ciloleucel,preferred_label,39415456
University Hospitals Leuven,class_id,University Hospitals Leuven,class_id,39415456
cytokine release syndrome,preferred_label,cytokine release syndrome,preferred_label,39415456
immune effector cell associated neurotoxicity syndrome,preferred_label,immune effector cell associated neurotoxicity syndrome,preferred_label,39415456
cyclophosphamide,drug,cyclophosphamide,drug,39414093
arabinogalactan,polymer,arabinogalactan,polymer,39414093
ag,polymer,ag,polymer,39414093
as42 aptamers,oligonucleotide ligands,as42 aptamers,oligonucleotide ligands,39414093
erlich ascites cells,cell type,erlich ascites cells,cell type,39414093
ehrlich carcinoma,tumor model,ehrlich carcinoma,tumor model,39414093
tumor cells,cell type,tumor cells,cell type,39414093
mice,organism,mice,organism,39414093
cisplatin,drug,cisplatin,drug,39413735
gemcitabine,drug,gemcitabine,drug,39413735
toripalimab,drug,toripalimab,drug,39413735
nasopharyngeal carcinoma,disease,nasopharyngeal carcinoma,disease,39413735
patient,class_id,patient,class_id,39413735
adverse events,adverse event,adverse events,adverse event,39413735
headache,adverse event,headache,adverse event,39413735
nausea,adverse event,nausea,adverse event,39413735
brentuximab vedotin,drug,brentuximab vedotin,drug,39413375
classic hodgkin's lymphoma,disease,classic hodgkin's lymphoma,disease,39413375
adult patients,patient,adult patients,patient,39413375
pediatric patients,patient,pediatric patients,patient,39413375
radiation therapy,treatment,radiation therapy,treatment,39413375
programmed death 1 blockade,treatment,programmed death 1 blockade,treatment,39413375
doxorubicin,drug,doxorubicin,drug,39413375
vinblastine,drug,vinblastine,drug,39413375
dacarbazine,drug,dacarbazine,drug,39413375
nivolumab,drug,nivolumab,drug,39413375
progression free survival,outcome,progression free survival,outcome,39413375
disease progression,outcome,disease progression,outcome,39413375
Chemotherapy,may_treat,Chemotherapy,may_treat,39413318
Radiation,may_treat,Radiation,may_treat,39413318
Cutaneous Adverse Events,drug AE occurs in,Cutaneous Adverse Events,drug AE occurs in,39413318
Toxic Erythema of Chemotherapy,drug associated with AE,Toxic Erythema of Chemotherapy,drug associated with AE,39413318
Radiation Induced Dermatitis,drug associated with AE,Radiation Induced Dermatitis,drug associated with AE,39413318
Vitamin D Supplementation,may_prevent,Vitamin D Supplementation,may_prevent,39413318
Breast Cancer,has disease,Breast Cancer,has disease,39413318
Colorectal Cancer,has disease,Colorectal Cancer,has disease,39413318
Skin Toxicity,drug AE occurs in,Skin Toxicity,drug AE occurs in,39413318
Probiotics,preferred_label,Probiotics,preferred_label,39410854
Chemotherapy-induced diarrhea,preferred_label,Chemotherapy-induced diarrhea,preferred_label,39410854
Cancer patients,preferred_label,Cancer patients,preferred_label,39410854
Osmotic diarrhea,preferred_label,Osmotic diarrhea,preferred_label,39410854
Colonic crypts,preferred_label,Colonic crypts,preferred_label,39410854
Villi,preferred_label,Villi,preferred_label,39410854
Radiotherapy,preferred_label,Radiotherapy,preferred_label,39410854
Chemotherapy agents,preferred_label,Chemotherapy agents,preferred_label,39410854
Chloride absorption,preferred_label,Chloride absorption,preferred_label,39410854
Water release,preferred_label,Water release,preferred_label,39410854
Inflammatory pathways,preferred_label,Inflammatory pathways,preferred_label,39410854
Immunological responses,preferred_label,Immunological responses,preferred_label,39410854
Angiogenesis responses,preferred_label,Angiogenesis responses,preferred_label,39410854
Digestive enzymes metabolism,preferred_label,Digestive enzymes metabolism,preferred_label,39410854
Gut microbiota,preferred_label,Gut microbiota,preferred_label,39410854
Clinical research,preferred_label,Clinical research,preferred_label,39410854
immune checkpoint inhibitors,preferred_label,immune checkpoint inhibitors,preferred_label,39405648
immune related adverse events,preferred_label,immune related adverse events,preferred_label,39405648
adjuvant setting,preferred_label,adjuvant setting,preferred_label,39405648
therapy,preferred_label,therapy,preferred_label,39405648
real world data,preferred_label,real world data,preferred_label,39405648
patient population,preferred_label,patient population,preferred_label,39405648
clinical trial data,preferred_label,clinical trial data,preferred_label,39405648
irAEs,preferred_label,irAEs,preferred_label,39405648
anti-PD1 therapy,preferred_label,anti-PD1 therapy,preferred_label,39405648
nivolumab,preferred_label,nivolumab,preferred_label,39405648
resected stage III-IV melanoma,preferred_label,resected stage III-IV melanoma,preferred_label,39405648
national databases,preferred_label,national databases,preferred_label,39405648
immunotox database,preferred_label,immunotox database,preferred_label,39405648
Danish metastatic melanoma database,preferred_label,Danish metastatic melanoma database,preferred_label,39405648
organ systems,preferred_label,organ systems,preferred_label,39405648
CTCAE ver 5.0,preferred_label,CTCAE ver 5.0,preferred_label,39405648
toxicities,preferred_label,toxicities,preferred_label,39405648
progression-free survival,preferred_label,progression-free survival,preferred_label,39405648
overall survival,preferred_label,overall survival,preferred_label,39405648
seasonal pattern,preferred_label,seasonal pattern,preferred_label,39405648
melanoma relapse,preferred_label,melanoma relapse,preferred_label,39405648
gender,preferred_label,gender,preferred_label,39405648
age,preferred_label,age,preferred_label,39405648
incidence,preferred_label,incidence,preferred_label,39405648
Cytokines,preferred_label,Cytokines,preferred_label,39403930
Immune checkpoint inhibition,preferred_label,Immune checkpoint inhibition,preferred_label,39403930
T helper cells,preferred_label,T helper cells,preferred_label,39403930
Solid tumors,preferred_label,Solid tumors,preferred_label,39403930
Autoimmune disorders,preferred_label,Autoimmune disorders,preferred_label,39403930
IL-5,preferred_label,IL-5,preferred_label,39403930
IL-6,preferred_label,IL-6,preferred_label,39403930
IL-17F,preferred_label,IL-17F,preferred_label,39403930
TNF-alpha,preferred_label,TNF-alpha,preferred_label,39403930
Objective response rate,preferred_label,Objective response rate,preferred_label,39403930
Cancer-specific mortality,preferred_label,Cancer-specific mortality,preferred_label,39403930
All-cause mortality,preferred_label,All-cause mortality,preferred_label,39403930
IL-6 blockade,preferred_label,IL-6 blockade,preferred_label,39403930
neoadjuvant endocrine therapy,preferred_label,neoadjuvant endocrine therapy,preferred_label,39384801
chemotherapy,preferred_label,chemotherapy,preferred_label,39384801
angiogenesis,preferred_label,angiogenesis,preferred_label,39384801
sunitinib,preferred_label,sunitinib,preferred_label,39384801
exemestane,preferred_label,exemestane,preferred_label,39384801
breast cancer,preferred_label,breast cancer,preferred_label,39384801
postmenopausal women,preferred_label,postmenopausal women,preferred_label,39384801
vegfr 2,preferred_label,vegfr 2,preferred_label,39384801
esr1,preferred_label,esr1,preferred_label,39384801
pgr,preferred_label,pgr,preferred_label,39384801
nat1,preferred_label,nat1,preferred_label,39384801
egfr,preferred_label,egfr,preferred_label,39384801
myc,preferred_label,myc,preferred_label,39384801
sfrp1,preferred_label,sfrp1,preferred_label,39384801
foxc1,preferred_label,foxc1,preferred_label,39384801
Luminal A subtype,preferred_label,Luminal A subtype,preferred_label,39384801
cancer treatment,treated with drug,cancer treatment,treated with drug,39384243
high dose chemotherapy,treated with drug,high dose chemotherapy,treated with drug,39384243
mucosal barrier,composed primarily of,mucosal barrier,composed primarily of,39384243
gastrointestinal tract,composed primarily of,gastrointestinal tract,composed primarily of,39384243
gi mucositis,has disease,gi mucositis,has disease,39384243
glucagon like peptide 1 (glp 1),drug associated with AE,glucagon like peptide 1 (glp 1),drug associated with AE,39384243
blood glucose,bearer of,blood glucose,bearer of,39384243
gut epithelial cells,composed primarily of,gut epithelial cells,composed primarily of,39384243
toxicities,adverse event occurs in,toxicities,adverse event occurs in,39384243
haematopoietic stem cell transplantation (hsct),may_treat,haematopoietic stem cell transplantation (hsct),may_treat,39384243
glp 1 receptor agonist (glp 1ra),drug associated with AE,glp 1 receptor agonist (glp 1ra),drug associated with AE,39384243
lymphoma,has disease,lymphoma,has disease,39384243
autologous hsct (auto hsct),may_treat,autologous hsct (auto hsct),may_treat,39384243
clinical study,example of usage,clinical study,example of usage,39384243
patients,occurs in patient treated with drug,patients,occurs in patient treated with drug,39384243
primary endpoint,realized in,primary endpoint,realized in,39384243
secondary endpoints,realized in,secondary endpoints,realized in,39384243
safety,protects,safety,protects,39384243
perioperative immunotherapy,semantic_types,perioperative immunotherapy,semantic_types,39382658
resectable non small cell lung cancer (NSCLC),semantic_types,resectable non small cell lung cancer (NSCLC),semantic_types,39382658
immune checkpoint inhibitors,semantic_types,immune checkpoint inhibitors,semantic_types,39382658
chemotherapy,semantic_types,chemotherapy,semantic_types,39382658
systematic review,semantic_types,systematic review,semantic_types,39382658
Bayesian network meta analysis,semantic_types,Bayesian network meta analysis,semantic_types,39382658
neoadjuvant plus adjuvant immunotherapy,semantic_types,neoadjuvant plus adjuvant immunotherapy,semantic_types,39382658
neoadjuvant immunotherapy,semantic_types,neoadjuvant immunotherapy,semantic_types,39382658
event-free survival (EFS),semantic_types,event-free survival (EFS),semantic_types,39382658
overall survival (OS),semantic_types,overall survival (OS),semantic_types,39382658
treatment-related adverse events (TRAEs),semantic_types,treatment-related adverse events (TRAEs),semantic_types,39382658
PD-L1,semantic_types,PD-L1,semantic_types,39382658
toxicity,semantic_types,toxicity,semantic_types,39382658
COVID-19 infection,semantic_types,COVID-19 infection,semantic_types,39377592
PD-1 PD-L1 inhibitor therapy,semantic_types,PD-1 PD-L1 inhibitor therapy,semantic_types,39377592
cancer patients,semantic_types,cancer patients,semantic_types,39377592
immune related adverse events (IRAEs),semantic_types,immune related adverse events (IRAEs),semantic_types,39377592
axitinib,drug,axitinib,drug,39377544
vascular endothelial growth factor receptors,protein,vascular endothelial growth factor receptors,protein,39377544
renal cell carcinoma,disease,renal cell carcinoma,disease,39377544
glioblastoma,disease,glioblastoma,disease,39377544
glioma stem cells,cell type,glioma stem cells,cell type,39377544
n-acetyl-l-cysteine,drug,n-acetyl-l-cysteine,drug,39377544
liver vasculature,anatomy,liver vasculature,anatomy,39377544
cannabis extract,preferred_label,cannabis extract,preferred_label,39375818
nanoemulsion,preferred_label,nanoemulsion,preferred_label,39375818
9-tetrahydrocannabinol (THC),preferred_label,9-tetrahydrocannabinol (THC),preferred_label,39375818
cannabidiol (CBD),preferred_label,cannabidiol (CBD),preferred_label,39375818
animal model of glioblastoma,preferred_label,animal model of glioblastoma,preferred_label,39375818
C6 tumor model in rats,preferred_label,C6 tumor model in rats,preferred_label,39375818
hemocompatibility factors,preferred_label,hemocompatibility factors,preferred_label,39375818
MRI,preferred_label,MRI,preferred_label,39375818
brain glioblastoma tumor progression,preferred_label,brain glioblastoma tumor progression,preferred_label,39375818
anlotinib,drug,anlotinib,drug,39375657
docetaxel,drug,docetaxel,drug,39375657
epirubicin,drug,epirubicin,drug,39375657
cyclophosphamide,drug,cyclophosphamide,drug,39375657
locally advanced tnbc,disease,locally advanced tnbc,disease,39375657
neoadjuvant chemotherapy regimen,treatment,neoadjuvant chemotherapy regimen,treatment,39375657
patients,patient,patients,patient,39375657
surgery,procedure,surgery,procedure,39375657
adverse events,adverse event,adverse events,adverse event,39375657
grade 3 or 4 adverse events,adverse event,grade 3 or 4 adverse events,adverse event,39375657
neutropenia,adverse event,neutropenia,adverse event,39375657
palmar plantar erythrodysesthesia syndrome,adverse event,palmar plantar erythrodysesthesia syndrome,adverse event,39375657
combination regimen,treatment,combination regimen,treatment,39375657
metastatic pancreatic ductal adenocarcinoma,class_id,metastatic pancreatic ductal adenocarcinoma,class_id,39369582
pharmacological ascorbate,preferred_label,pharmacological ascorbate,preferred_label,39369582
gemcitabine,preferred_label,gemcitabine,preferred_label,39369582
nab paclitaxel,preferred_label,nab paclitaxel,preferred_label,39369582
immune checkpoint inhibitors,drug,immune checkpoint inhibitors,drug,39368044
older adults,class_id,older adults,class_id,39368044
immune related adverse events,adverse event,immune related adverse events,adverse event,39368044
immune ageing,class_id,immune ageing,class_id,39368044
corticosteroids,drug,corticosteroids,drug,39368044
frailty,class_id,frailty,class_id,39368044
anaplastic meningiomas,class_id,anaplastic meningiomas,class_id,39358739
who grade 3 tumors,preferred_label,who grade 3 tumors,preferred_label,39358739
recurrent anaplastic meningioma,preferred_label,recurrent anaplastic meningioma,preferred_label,39358739
re irradiation,preferred_label,re irradiation,preferred_label,39358739
surgery,preferred_label,surgery,preferred_label,39358739
radiation,preferred_label,radiation,preferred_label,39358739
local control,preferred_label,local control,preferred_label,39358739
progression free survival,preferred_label,progression free survival,preferred_label,39358739
treatment related adverse events,preferred_label,treatment related adverse events,preferred_label,39358739
bevacizumab,preferred_label,bevacizumab,preferred_label,39358739
radiation necrosis,preferred_label,radiation necrosis,preferred_label,39358739
cdkn2a homozygote deletion,preferred_label,cdkn2a homozygote deletion,preferred_label,39358739
icc,preferred_label,icc,preferred_label,39358645
lenvatinib plus toripalimab,preferred_label,lenvatinib plus toripalimab,preferred_label,39358645
chemo,preferred_label,chemo,preferred_label,39358645
pd 1 antibody,preferred_label,pd 1 antibody,preferred_label,39358645
ca19 9 levels,preferred_label,ca19 9 levels,preferred_label,39358645
idh1 mutations,preferred_label,idh1 mutations,preferred_label,39358645
akt,class_id,akt,class_id,39353238
cell survival,preferred_label,cell survival,preferred_label,39353238
proliferation,preferred_label,proliferation,preferred_label,39353238
metabolism,preferred_label,metabolism,preferred_label,39353238
small molecule akt inhibitors,preferred_label,small molecule akt inhibitors,preferred_label,39353238
cancer,preferred_label,cancer,preferred_label,39353238
inflammatory diseases,preferred_label,inflammatory diseases,preferred_label,39353238
atp competitive and allosteric modulators,preferred_label,atp competitive and allosteric modulators,preferred_label,39353238
specificity,preferred_label,specificity,preferred_label,39353238
bioavailability,preferred_label,bioavailability,preferred_label,39353238
toxicity,preferred_label,toxicity,preferred_label,39353238
pharmacokinetic properties,preferred_label,pharmacokinetic properties,preferred_label,39353238
structural modifications,preferred_label,structural modifications,preferred_label,39353238
prodrugs,preferred_label,prodrugs,preferred_label,39353238
efficacy,preferred_label,efficacy,preferred_label,39353238
safety profile,preferred_label,safety profile,preferred_label,39353238
therapeutic window,preferred_label,therapeutic window,preferred_label,39353238
adverse effects,preferred_label,adverse effects,preferred_label,39353238
clinical success,preferred_label,clinical success,preferred_label,39353238
refinement,preferred_label,refinement,preferred_label,39353238
cisplatin,drug,cisplatin,drug,39353216
gemcitabine,drug,gemcitabine,drug,39353216
biliary tract cancer,disease,biliary tract cancer,disease,39353216
nivolumab,drug,nivolumab,drug,39353216
lenvatinib,drug,lenvatinib,drug,39353216
myocarditis,adverse event,myocarditis,adverse event,39353216
hypertension,adverse event,hypertension,adverse event,39353216
biliary tract infection,adverse event,biliary tract infection,adverse event,39353216
rash,adverse event,rash,adverse event,39353216
hypothyroidism,adverse event,hypothyroidism,adverse event,39353216
melanoma,class_id,melanoma,class_id,39353049
nitric oxide,class_id,nitric oxide,class_id,39353049
immunotherapies,class_id,immunotherapies,class_id,39353049
skin cancer,class_id,skin cancer,class_id,39353049
drug resistance,class_id,drug resistance,class_id,39353049
adverse side effects,class_id,adverse side effects,class_id,39353049
chemical no donors,class_id,chemical no donors,class_id,39353049
macromolecular no donor systems,class_id,macromolecular no donor systems,class_id,39353049
skin permeation,class_id,skin permeation,class_id,39353049
toxicity,class_id,toxicity,class_id,39353049
melanoma cells,class_id,melanoma cells,class_id,39353049
healthy cells,class_id,healthy cells,class_id,39353049
in vitro model,class_id,in vitro model,class_id,39353049
older adults,class_id,older adults,class_id,39357051
cancer treatment,class_id,cancer treatment,class_id,39357051
toxicity,class_id,toxicity,class_id,39357051
adverse events,class_id,adverse events,class_id,39357051
chemotherapy induced nausea and vomiting (CINV),class_id,chemotherapy induced nausea and vomiting (CINV),class_id,39357051
serious game (Managing at Home - MAH),class_id,serious game (Managing at Home - MAH),class_id,39357051
self management strategies,class_id,self management strategies,class_id,39357051
intervention group,class_id,intervention group,class_id,39357051
control group,class_id,control group,class_id,39357051
baseline,class_id,baseline,class_id,39357051
treatment cycle,class_id,treatment cycle,class_id,39357051
English,class_id,English,class_id,39357051
telephone,class_id,telephone,class_id,39357051
cancer related chemotherapy,class_id,cancer related chemotherapy,class_id,39357051
emetic potential,class_id,emetic potential,class_id,39357051
visual impairment,class_id,visual impairment,class_id,39357051
hearing impairment,class_id,hearing impairment,class_id,39357051
p glycoprotein,class_id,p glycoprotein,class_id,39356462
breast cancer resistance protein,class_id,breast cancer resistance protein,class_id,39356462
testis,class_id,testis,class_id,39356462
reproductive toxicity in males,class_id,reproductive toxicity in males,class_id,39356462
spermatogenesis,class_id,spermatogenesis,class_id,39356462
anti tumor agents,class_id,anti tumor agents,class_id,39356462
blood testis barrier,class_id,blood testis barrier,class_id,39356462
exogenous compounds,class_id,exogenous compounds,class_id,39356462
high dose methotrexate,drug,high dose methotrexate,drug,39356310
delayed methotrexate elimination,adverse event,delayed methotrexate elimination,adverse event,39356310
renal dysfunction,adverse event outcome,renal dysfunction,adverse event outcome,39356310
glucarpidase,drug,glucarpidase,drug,39356310
hyperhydration,supportive measure,hyperhydration,supportive measure,39356310
urine alkalinization,supportive measure,urine alkalinization,supportive measure,39356310
leucovorin rescue,treatment,leucovorin rescue,treatment,39356310
intensified hydration,treatment,intensified hydration,treatment,39356310
5 arylaminouracil derivatives,class_id,5 arylaminouracil derivatives,class_id,39355889
hiv 1,preferred_label,hiv 1,preferred_label,39355889
herpesviruses,preferred_label,herpesviruses,preferred_label,39355889
mycobacteria,preferred_label,mycobacteria,preferred_label,39355889
leukemia,preferred_label,leukemia,preferred_label,39355889
neuroblastoma,preferred_label,neuroblastoma,preferred_label,39355889
glial brain tumors,preferred_label,glial brain tumors,preferred_label,39355889
5 aminouracils,class_id,5 aminouracils,class_id,39355889
5 norcabocyclic and ribo derivatives,class_id,5 norcabocyclic and ribo derivatives,class_id,39355889
cytotoxicity,preferred_label,cytotoxicity,preferred_label,39355889
neuroblastoma cell lines,class_id,neuroblastoma cell lines,class_id,39355889
sh sy5y,preferred_label,sh sy5y,preferred_label,39355889
imr 32,preferred_label,imr 32,preferred_label,39355889
k 562 lymphoblastic cells,class_id,k 562 lymphoblastic cells,class_id,39355889
hl 60 promyeoloblastic cells,class_id,hl 60 promyeoloblastic cells,class_id,39355889
glioblastoma multiforme,preferred_label,glioblastoma multiforme,preferred_label,39355889
gbm5522,preferred_label,gbm5522,preferred_label,39355889
gbm6138,preferred_label,gbm6138,preferred_label,39355889
isopropylphenylamine uracil,class_id,isopropylphenylamine uracil,class_id,39355889
tert butylphenylamine uracil,class_id,tert butylphenylamine uracil,class_id,39355889
half maximal inhibitory concentrations (IC50),preferred_label,half maximal inhibitory concentrations (IC50),preferred_label,39355889
antitumor activity,preferred_label,antitumor activity,preferred_label,39355889
fluoropyrimidines,drug,fluoropyrimidines,drug,39350200
solid tumors,disease,solid tumors,disease,39350200
dihydropyrimidine dehydrogenase,enzyme,dihydropyrimidine dehydrogenase,enzyme,39350200
dpyd gene,gene,dpyd gene,gene,39350200
dpyd deficiency,genetic condition,dpyd deficiency,genetic condition,39350200
pyrimidine metabolism,metabolic process,pyrimidine metabolism,metabolic process,39350200
toxicity,adverse event outcome,toxicity,adverse event outcome,39350200
cancer patients,patient,cancer patients,patient,39350200
5-fluorouracil,drug,5-fluorouracil,drug,39350200
dpd deficiency,genetic condition,dpd deficiency,genetic condition,39350200
treatment-related mortality,adverse event outcome,treatment-related mortality,adverse event outcome,39350200
meta-analysis,study,meta-analysis,study,39350200
dpyd variants,genetic mutation,dpyd variants,genetic mutation,39350200
immune checkpoint inhibitors,preferred_label,immune checkpoint inhibitors,preferred_label,39348984
metastatic urothelial carcinoma,preferred_label,metastatic urothelial carcinoma,preferred_label,39348984
immune related adverse events,preferred_label,immune related adverse events,preferred_label,39348984
baseline neutrophil to lymphocyte ratio,preferred_label,baseline neutrophil to lymphocyte ratio,preferred_label,39348984
systemic immune inflammation index,preferred_label,systemic immune inflammation index,preferred_label,39348984
platelet to lymphocyte ratio,preferred_label,platelet to lymphocyte ratio,preferred_label,39348984
patients,preferred_label,patients,preferred_label,39348984
anti pd1,preferred_label,anti pd1,preferred_label,39348984
anti pd l1,preferred_label,anti pd l1,preferred_label,39348984
jcog1008,class_id,jcog1008,class_id,39348265
cisplatin,preferred_label,cisplatin,preferred_label,39348265
acute kidney injury,preferred_label,acute kidney injury,preferred_label,39348265
chemoradiotherapy,preferred_label,chemoradiotherapy,preferred_label,39348265
head and neck cancer,preferred_label,head and neck cancer,preferred_label,39348265
Desmoid tumors,class_id,Desmoid tumors,class_id,39343510
Ipilimumab and nivolumab,drug,Ipilimumab and nivolumab,drug,39343510
SWOG S1609,class_id,SWOG S1609,class_id,39343510
DART trial,class_id,DART trial,class_id,39343510
cervical cancer,preferred_label,cervical cancer,preferred_label,39342591
brachytherapy,preferred_label,brachytherapy,preferred_label,39342591
cisplatin,preferred_label,cisplatin,preferred_label,39342591
chemoradiation,preferred_label,chemoradiation,preferred_label,39342591
ebrt,preferred_label,ebrt,preferred_label,39342591
clinical trial,preferred_label,clinical trial,preferred_label,39342591
Palbociclib,drug,Palbociclib,drug,39342581
Ribociclib,drug,Ribociclib,drug,39342581
Breast Cancer,disease,Breast Cancer,disease,39342581
Fulvestrant,drug,Fulvestrant,drug,39342581
Goserelin,drug,Goserelin,drug,39342581
